dataType,text,label
crime,ASSAULT ON PUBLIC SERVANT,0
crime,ASSAULT - SCHOOL PERSONNEL,0
crime,ASSAULT W/INJURY-FAM/DATE VIOL,0
crime,ASSAULT WITH INJURY,0
crime,ATTACK BY DOG,0
crime,ATTACK ON ASSISTANCE ANIMAL,0
crime,BESTIALITY,0
crime,BICYCLIST INJURED,0
crime,BURG OF RES - FAM/DATING ASLT,0
crime,BURG OF RES - SEXUAL NATURE,0
crime,CAPITAL MURDER,0
crime,CHILD ABUSE INFORMATION,0
crime,CHILD ENDANGERMENT- ABANDONMEN,0
crime,CHILD EXPLOITATION INFORMATION,0
crime,CHILD GROOMING,0
crime,CONTRIBUTE DELINQUENCY MINOR,0
crime,CONT SEX ABUSE OF CHILD,0
crime,CONT VIOL AGAINST FAMILY,0
crime,CRASH/CRIM NEG HOMICIDE,0
crime,CRASH/FATALITY,0
crime,CRASH/INTOX MANSLAUGHTER,0
crime,CRASH/MANSLAUGHTER,0
crime,CRASH/MURDER,0
crime,CRASH/NEGLIGENT HOMICIDE,0
crime,CRASH/SERIOUS BODILY INJURY,0
crime,CRIMES AGAINST ELDERLY,0
crime,CRIMINAL SOLICITATION OF MINOR,0
crime,CRIM NEG HOMICIDE/NON TRAFFIC,0
crime,CRUELTY TO ANIMALS,0
crime,CRUELTY TO ANIMALS   (ATTEMPTED),0
crime,DEADLY CONDUCT,0
crime,DEADLY CONDUCT FAM/DATE VIOL,0
crime,DOC ABUSE OR THREAT,0
crime,DOC DISCHARGE GUN - PUB PLACE,0
crime,DOC DISCHARGE GUN - PUB ROAD,0
crime,DOC DISPLAY GUN/DEADLY PUB PLC,0
crime,DOC EXPOSURE,0
crime,DOC FIGHTING,0
crime,DOMESTIC VIOLENCE/ALARM,0
crime,DRIVING WHILE INTOX / FELONY,5
crime,DRUG/MURDER BY PROVIDING DRUG RESULTING IN DEATH,0
crime,DUI - AGE 16 AND UNDER,5
crime,DUI - AGE 17 TO 20,5
crime,DWI,5
crime,DWI  .15 BAC OR ABOVE,5
crime,DWI .15 BAC OR ABOVE,5
crime,DWI 2ND,5
crime,DWI - CHILD PASSENGER,5
crime,DWI - DRUG RECOGNITION EXPERT,5
crime,ELUDING,0
crime,ENGAGING IN ORGANIZED CRIME,0
crime,ENTICING A CHILD,0
crime,ESCAPE FROM CUSTODY,0
crime,ESCAPE FROM CUSTODY   (ATTEMPTED),0
crime,EVADING / FOOT,0
crime,EVADING VEHICLE,0
crime,EVADING / VEHICLE PURSUIT,0
crime,EXPIRED-ATTAGGFORCESODOMYCHILD,0
crime,EXPIRED-ATT AGG KIDNAPPING,0
crime,EXPIRED-ATT AGG ROBBERY/WEAP,0
crime,EXPIREDATT AGG SEX ASSLT CHILD,0
crime,EXPIRED-ATT AGG SEXUAL ASSAULT,0
crime,EXPIRED-ATT CAPITAL MURDER,0
crime,EXPIRED-ATT FORCED SODOMY,0
crime,EXPIRED-ATT KIDNAPPING,0
crime,EXPIRED-ATT MURDER,0
crime,EXPIRED-ATT RAPE,0
crime,EXPIRED-ATT RAPE OF A CHILD,0
crime,EXPIRED-ATT ROBBERY BY ASSAULT,0
crime,EXPIRED-ATT SEXUAL ASSAULT,0
crime,EXPIRED-ATT SEXUAL ASULT CHILD,0
crime,EXPIRED-ATT/TAKE WEAP FROM OFF,0
crime,EXPIRED - DEADLY ASSAULT,0
crime,EXPIRED-DO NOT USE-ASSAULT ON PEACE OFFICER,0
crime,EXPIRED-EVADING ARREST,0
crime,EXPIRED-INJURY CHILD - ELDERLY,0
crime,EXPIRED-SOLICITATION OF CHILD,0
crime,EXPLOITATION OF CHILD/ELDERLY,0
crime,FELONY ENHANCEMENT/ASSLT W/INJ,0
crime,FORCED SODOMY,0
crime,FORCED SODOMY OF CHILD,0
crime,HOMICIDE INFORMATION,0
crime,HUMAN TRAFFICKING INFORMATION,0
crime,IMPROPER CONTACT-SEX ASLT VICT,0
crime,INCEST-PROHIBITED SEX CONDUCT,0
crime,INDECENCY WITH A CHILD/CONTACT,0
crime,INDECENCY WITH CHILD/EXPOSURE,0
crime,INDECENT ASSAULT,0
crime,INDECENT ASSAULT (ATTEMPTED),0
crime,INDECENT EXPOSURE,0
crime,INJ/CHILD FV (NO CARE/CUSTODY),0
crime,INJ TO DISABLED  FAM/DATE VIOL,0
crime,INJ TO DISABLED FAM/DATE VIOL,0
crime,INJ TO ELDERLY   FAM/DATE VIOL,0
crime,INJ TO ELDERLY FAM/DATE VIOL,0
crime,INJURED ANIMAL-FIREARM USED,0
crime,INJURY DISABLED INDIVIDUAL,0
crime,INJURY TO CHILD,0
crime,INJURY TO CHILD (CARE/CUSTODY),0
crime,INJURY TO ELDERLY PERSON,0
crime,INJURY TO ELDERLY PERSON - SBI,0
crime,JUSTIFIED HOMICIDE,0
crime,KIDNAPPING,0
crime,KIDNAPPING   (ATTEMPTED),0
crime,KIDNAPPING (ATTEMPTED),0
crime,KIDNAPPING FAM VIO,0
crime,KIDNAPPING INFORMATION,0
crime,MANSLAUGHTER,0
crime,MURDER,0
crime,OUT OF CITY AGG ASSAULT,0
crime,OUT OF CITY SEXUAL ASSAULT,0
crime,RAPE,0
crime,RAPE   (ATTEMPTED),0
crime,RAPE (ATTEMPTED),0
crime,RAPE OF A CHILD,0
crime,RETALIATION,0
crime,ROBBERY BY ASSAULT,0
crime,ROBBERY BY ASSAULT (ATTEMPTED),0
crime,ROBBERY BY THREAT,0
crime,ROBBERY BY THREAT   (ATTEMPTED),0
crime,SALE OR PURCHASE OF CHILD,0
crime,SERIOUS INJURY TO A CHILD,0
crime,SEXUAL ASSAULT INFORMATION,0
crime,SEXUAL ASSAULT INFORMATION (ATTEMPTED),0
crime,SEXUAL ASSAULT OF CHILD/OBJECT,0
crime,SEXUAL ASSAULT W/ OBJECT,0
crime,SEXUAL ASSAULT W/ OBJECT   (ATTEMPTED),0
crime,SEXUAL ASSAULT W/ OBJECT (ATTEMPTED),0
crime,SEXUAL COERCION,0
crime,SEXUAL PERFORMANCE BY CHILD,0
crime,STALKING,0
crime,STALKING INFORMATION,0
crime,STATUTORY RAPE OF CHILD,0
crime,TERRORISTIC THREAT,0
crime,TERRORISTIC THREAT-FAM/DAT VIO,0
crime,TERRORISTIC THREAT-MASS CASLTY,0
crime,TRAFFICKING OF PERSONS FOR SEX,0
crime,UNLAWFUL RESTRAINT,0
crime,UNLAWFUL RESTRAINT FAM/DAT VIO,0
crime,VIOL CIVIL RIGHTS PRISONER,0
crime,VIOLENT CRIMES TASK FORCE,0
crime,VIOL OF AGGRESSIVE CONFRONT,0
crime,VIOL OF BOND CONDITIONS,0
crime,VIOL OF COURT ORDER-NON EPO-PO,0
crime,VIOL OF EMERG PROTECTIVE ORDER,0
crime,VIOL OF PRISONERS RIGHT,0
crime,VIOL OF PROTECTIVE ORDER,0
crime,VIOL OF PROTECTIVE ORDER (ATTEMPTED),0
crime,VIOL PO / SEXUAL ASLT VICTIM,0
crime,VIOL STATE LAW - OTHER,0
crime,VIOL STAY AWAY ORDER,0
crime,VIOL TEMP EX PARTE  ORDER,0
crime,VIOL TEMP EX PARTE ORDER,0
crime,WARRANT ARREST NON TRAFFIC,6
crime,ABANDONED PROP,1
crime,ABANDONED REFRIGERATOR,1
crime,ABANDONED VEH,1
crime,ARSON,1
crime,ARSON   (ATTEMPTED),1
crime,ARSON (ATTEMPTED),1
crime,ARSON-CRIMINAL MISCHIEF,1
crime,ARSON-DEADLY CONDUCT,1
crime,ARSON INFORMATION,1
crime,ARSON-RECKLESS DAMAGE,1
crime,ARSON-VIOL CITY ORDINANCE,1
crime,ARSON WITH BODILY INJURY,1
crime,ATT ARSON,1
crime,ATT BURGLARY NON RESIDENCE,1
crime,ATT BURGLARY OF RESIDENCE,1
crime,AUTO SALVAGE DEALERS,1
crime,BICYCLE REGISTRATION,1
crime,BOAT CRASH/ACCIDENT,1
crime,BURGLARY NON RESIDENCE,1
crime,BURGLARY NON RESIDENCE   (ATTEMPTED),1
crime,BURGLARY NON RESIDENCE (ATTEMPTED),1
crime,BURGLARY OF COIN-OP MACHINE,1
crime,BURGLARY OF NON-RESIDENCE INFORMATION,1
crime,BURGLARY OF NON-RESIDENCE INFORMATION   (ATTEMPTED),1
crime,BURGLARY OF RESIDENCE,1
crime,BURGLARY OF RESIDENCE   (ATTEMPTED),1
crime,BURGLARY OF RESIDENCE (ATTEMPTED),1
crime,BURGLARY OF RESIDENCE INFORMATION,1
crime,BURGLARY OF RESIDENCE INFORMATION   (ATTEMPTED),1
crime,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,1
crime,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT   (ATTEMPTED),1
crime,BURGLARY OF VEHICLE,1
crime,BURGLARY OF VEHICLE   (ATTEMPTED),1
crime,BURGLARY OF VEHICLE (ATTEMPTED),1
crime,BURGLARY OF VEH INFORMATION,1
crime,BURGLARY OF VEH INFORMATION   (ATTEMPTED),1
crime,BURGLARY OF VEH INFORMATION (ATTEMPTED),1
crime,BURGLARY OF VEH-NO SUSPECT/FU,1
crime,CRASH,1
crime,CRASH/CITY VEHICLE,1
crime,CRASH/CROSSWALK VULNERABLE USER BI-MISD,1
crime,CRIMINAL MISCHIEF,1
crime,CRIMINAL MISCHIEF   (ATTEMPTED),1
crime,CRIMINAL MISCHIEF INFORMATION,1
crime,CRIMINAL MISCHIEF-NO SUSPECT,1
crime,CRIMINAL MISCHIEF-NO SUSPECT   (ATTEMPTED),1
crime,CRIMINAL MISCHIEF-NO SUSPECT (ATTEMPTED),1
crime,CRIMINAL TRESPASS,1
crime,CRIMINAL TRESPASS (ATTEMPTED),1
crime,CRIMINAL TRESPASS-AUTHORIZATION,1
crime,CRIMINAL TRESPASS/HOTEL,1
crime,CRIMINAL TRESPASS/IN VEHICLE,1
crime,CRIMINAL TRESPASS/IN VEHICLE   (ATTEMPTED),1
crime,CRIMINAL TRESPASS NOTICE,1
crime,CRIMINAL TRESPASS NOTICE-COA,1
crime,CRIMINAL TRESPASS NOTICE MULTIPLE LOCATIONS,1
crime,CRIMINAL TRESPASS/TRANSIENT,1
crime,DAMAGE CITY PROP,1
crime,DAMAGE CITY VEHICLE,1
crime,DAMAGE TO CITY PROPERTY INFO,1
crime,DAMAGE TO CITY VEHICLE INFO,1
crime,DISPOSAL OF SOLID WASTE,1
crime,DUMPING REFUSE NEAR HIGHWAY,1
crime,EXPIRED-LOST LICENSE PLATE,1
crime,FOUND LICENSE PLATE,1
crime,FOUND PROPERTY,1
crime,GRAFFITI,1
crime,IMPOUNDED/REPOSSED VEH NON-APD,1
crime,IMPOUNDED VEH,1
crime,INSPECTION PROPERTY CRIMES,1
crime,JUNKED/NUISANCE VEHICLE,1
crime,LOST PROP,1
crime,NUISANCE ABATEMENT,1
crime,OPEN DOOR/WINDOW,1
crime,OUT OF CITY BURGLARY,1
crime,RECKLESS DAMAGE,1
crime,RENTAL CAR/FAIL TO RETURN,1
crime,ATT AUTO THEFT,2
crime,ATT THEFT,2
crime,AUTO THEFT,2
crime,AUTO THEFT   (ATTEMPTED),2
crime,AUTO THEFT (ATTEMPTED),2
crime,AUTO THEFT INFORMATION,2
crime,AUTO THEFT INFORMATION   (ATTEMPTED),2
crime,AUTO THEFT INFORMATION (ATTEMPTED),2
crime,JUGGING,2
crime,MAIL THEFT,2
crime,OUT OF CITY AUTO THEFT,2
crime,OUT OF CITY ROBBERY,2
crime,OUT OF CITY THEFT,2
crime,POCKET PICKING,2
crime,PURSE SNATCHING,2
crime,ROBBERY ALARM,2
crime,THEFT,2
crime,THEFT- APPROPRIATE STOLEN PROP,2
crime,THEFT (ATTEMPTED),2
crime,THEFT BY CHECK,2
crime,THEFT BY EMBEZZLEMENT,2
crime,THEFT BY EXTORTION,2
crime,THEFT BY FALSE PRETEXT/BUNCO,2
crime,THEFT BY PUBLIC SERVANT,2
crime,THEFT BY SHOPLIFTING,2
crime,THEFT CATALYTIC CONVERTER,2
crime,THEFT FROM AUTO,2
crime,THEFT FROM AUTO   (ATTEMPTED),2
crime,THEFT FROM BUILDING,2
crime,THEFT FROM PERSON,2
crime,THEFT FROM PERSON   (ATTEMPTED),2
crime,THEFT INFORMATION,2
crime,THEFT-NO SUSPECT/FOLLOWUP,2
crime,THEFT OF AUTO PARTS,2
crime,THEFT OF BICYCLE,2
crime,THEFT OF CRYPTOCURRENCY,2
crime,THEFT OF HEAVY EQUIPMENT,2
crime,THEFT OF LICENSE PLATE,2
crime,THEFT OF METAL,2
crime,THEFT OF METAL   (ATTEMPTED),2
crime,THEFT OF METAL (ATTEMPTED),2
crime,THEFT OF SERVICE,2
crime,THEFT OF TELECOMMUNICATION SRV,2
crime,THEFT OF TRAILER,2
crime,THEFT/TILL TAPPING,2
crime,AGG PERJURY,3
crime,ASSET FORFEITURES,3
crime,BANK KITING,3
crime,BRIBERY,3
crime,COERCION OF PUBLIC SERVANT,3
crime,COMMERCIAL BRIBERY,3
crime,COUNTERFEITING,3
crime,COUNTERFEITING INFORMATION,3
crime,CRED CARD ABUSE BY FORGERY,3
crime,CRED CARD ABUSE - EXPIR-CANCEL,3
crime,CRED CARD ABUSE - OTHER,3
crime,CRED CARD ABUSE - OTHER   (ATTEMPTED),3
crime,CRED CARD ABUSE - OTHER (ATTEMPTED),3
crime,CRIMINAL CONSPIRACY,3
crime,CRIMINAL SOLICITATION,3
crime,DEBIT CARD ABUSE,3
crime,DEBIT CARD ABUSE   (ATTEMPTED),3
crime,DELIVERY OF PRESCRIPTION FORM,3
crime,EXPIRED-ATT OB DANG DRUG FRAUD,3
crime,EXPIRED-ATT OBT CONT SUB FRAUD,3
crime,FALSE CALLER ID DISPLAY/SPOOF,3
crime,FALSE STATEMENT -OBTAIN CREDIT,3
crime,FICTITIOUS DRIVERS LICENSE/ID,3
crime,FICTITIOUS INSPECTION STICKER,3
crime,FICTITIOUS LICENSE PLATE,3
crime,FICTITIOUS NAME,3
crime,FORGERY AND PASSING,3
crime,FORGERY BY ALTERATION,3
crime,FORGERY BY MAKING,3
crime,FORGERY- CERTIFICATE OF TITLE,3
crime,FORGERY OF IDENTIFICATION,3
crime,FORGERY - OTHER,3
crime,FORGERY - OTHER (ATTEMPTED),3
crime,FRAUD-CARD SKIMMER,3
crime,FRAUD DESTRUCTION OF A WRITING,3
crime,FRAUD FILING FINANCE STATEMENT,3
crime,FRAUD - OTHER,3
crime,FRAUD - OTHER   (ATTEMPTED),3
crime,FRAUD - OTHER (ATTEMPTED),3
crime,FRAUD-PHISHING,3
crime,FRAUD-USE/POSSESSION OF IDENTIFYING INFORMATION,3
crime,GIFT TO PUBLIC SERVANT,3
crime,IDENTITY THEFT,3
crime,IDENTITY THEFT INFORMATION,3
crime,IDENTITY THEFT-TAX RETURNS,3
crime,IMPERSONATING PUBLIC SERVANT,3
crime,MISAPPLY FIDUCIARY PROP,3
crime,MISUSE OF OFFICIAL INFO,3
crime,MONEY LAUNDERING,3
crime,OBTAIN CONTROLLED SUB BY FRAUD,3
crime,OBTAIN DANG DRUG BY FRAUD,3
crime,OFFICIAL MISCONDUCT,3
crime,OFFICIAL OPPRESSION,3
crime,ONLINE IMPERSONATION,3
crime,ONLINE SOLICITATION OF A MINOR,3
crime,OUT OF CITY CREDIT CARD ABUSE,3
crime,PERJURY,3
crime,PIGEON DROP,3
crime,POSSESSION OF FORGED WRITING,3
crime,PRACTICE MEDICINE W/OUT LICENS,3
crime,SECURING EXEC-DOC BY DECEPTION,3
crime,TAMPERING WITH CONSUMER PROD,3
crime,TAMPERING WITH EVIDENCE,3
crime,TAMPERING WITH GOV RECORD,3
crime,TAMPERING WITH ID NUMBER,3
crime,TAMPERING WITH WITNESS,3
crime,TAMPER WITH ELECTRONIC MONITORING DEVICE,3
crime,TELECOMMUNICATION CRIMES/OTHER,3
crime,TRADEMARK COUNTERFEITING,3
crime,UNLAWFUL DISCLOSURE OF RESIDENCE ADDRESS OR PHONE NUMBER,3
crime,UNLAWFUL INTERCEPTION,3
crime,AGG PROMOTION OF PROSTITUTION,4
crime,AIRPORT - FOUND MARIJUANA,4
crime,AIRPORT PLACES WEAPON PROHIBIT,4
crime,BOATING WHILE INTOXICATED,4
crime,BWI-EXPIRED USE 2110,4
crime,COMMUNICATING GAMBLING INFO,4
crime,COMPELLING PROSTITUTION,4
crime,CONTROLLED SUB VIOL - OTHER,4
crime,CRASH/INTOXICATION ASSAULT,4
crime,DANG DRUG VIOL - OTHER,4
crime,DEL CONTROLLED SUB/NARCOTIC,4
crime,DEL CONTROLLED SUB/OTHER,4
crime,DEL CONTROLLED SUB/SYN NARC,4
crime,DEL MARIJUANA,4
crime,DEL OF ALCOHOL TO MINOR,4
crime,DEL OF DANG DRUG,4
crime,DEL SYNTHETIC MARIJUANA,4
crime,DISTRIB HARMFUL MATERIAL MINOR,4
crime,FAIL DISPLAY HANDGUN LICENSE,4
crime,FIREARMS,4
crime,FIREARMS ON SCHOOL PROP,4
crime,FIREARM SURRENDER,4
crime,FOUND CONTROLLED SUBSTANCE,4
crime,FOUND FIREARMS,4
crime,GAMBLING,4
crime,GAMBLING INFORMATION,4
crime,GAMBLING PROMOTION,4
crime,ILLEGAL TRANSPORTATION OF LIQ,4
crime,INHALANT ABUSE,4
crime,KEEPING GAMBLING PLACE,4
crime,LOCATION RESTRICT KNIFE CLS C,4
crime,MANF CONTROLLED SUB - OTHER,4
crime,MANF CONTROLLED SUB- SYN NARC,4
crime,MANF SYNTHETIC MARIJUANA,4
crime,NARCAN/NALOXONE ADMINISTERED,4
crime,OBSCENE DISPLAY - DISTRIBUTION,4
crime,OBSCENITY,4
crime,OVERDOSE OPIATE,4
crime,POSS CONTROLLED SUB/NARCOTIC,4
crime,POSS CONTROLLED SUB/OTHER,4
crime,POSS CONTROLLED SUB/SYN NARC,4
crime,POSS CRIMINAL INSTRUMENT,4
crime,POSS DANG DRUG,4
crime,POSSESSION OF MARIJUANA,4
crime,POSS OF DRUG PARAPHERNALIA,4
crime,POSS OF FIREARM BY FELON,4
crime,POSS OF GAMBLING EQUIPMENT,4
crime,POSS OF GAMBLING PARAPHERNALIA,4
crime,POSS OF PRESCRIPTION FORM,4
crime,POSS OF PROHIBITED WEAPON,4
crime,POSS/PROMO CHILD PORNOGRAPHY,4
crime,POSS SYNTHETIC MARIJUANA,4
crime,PROMOTION OF PROSTITUTION,4
crime,PROSTITUTION,4
crime,PURCHASING PROSTITUTION,4
crime,SALE OF DXM TO MINOR,4
crime,SALE OF LIQ IN PROHIB AREA,4
crime,SALE OF LIQ WITHOUT PERMIT,4
crime,SEXTING DEPICTING A MINOR,4
crime,SEXTING/TRANSMIT SEXUAL PHOTOS,4
crime,SMUGGLING ILLEGAL ALIEN,4
crime,TAKE WEAPON FRM POLICE OFFICER,4
crime,UCW LICENSE PREMISE,4
crime,UNLAWFUL CARRYING WEAPON,4
crime,UNLAWFUL CARRY-LIC HOLDER,4
crime,WEAPON VIOL - OTHER,4
crime,ABUSE OF 911,5
crime,ABUSE OF OFFICIAL CAPACITY,5
crime,AIRPORT - BOMB THREAT,5
crime,AIRPORT - BREACH OF SECURITY,5
crime,AIRPORT - CRIMINAL TRESPASS,5
crime,AIRPORT - FEDERAL VIOL,5
crime,AIRPORT-TSA ASSIST,5
crime,ALCOHOL CONTROL TEAM,5
crime,AMPLIFIED MUSIC / VEHICLE,5
crime,APPLIC TO REVOKE PROBATION,5
crime,BAIL JUMPING/FAIL TO APPEAR,5
crime,BOMB THREAT,5
crime,BOMB THREAT - AIRCRAFT,5
crime,BREACH OF COMPUTER SECURITY,5
crime,CAMPING IN PARK,5
crime,CHILD CUSTODY INTERFERE,5
crime,CIVIL DISTURBANCE/DEMO,5
crime,COMMUNITY POLICE,5
crime,CONTEMPT OF COURT,5
crime,CRASH/FAIL STOP AND RENDER AID,5
crime,CRASH/LEAVE SCENE-NO SUSPECT,5
crime,CRASH/LEAVING THE SCENE,5
crime,CUSTODY ARREST TRAFFIC WARR,5
crime,DATING DISTURBANCE,5
crime,DISCLOSE/PROMO INTIMATE VISUAL,5
crime,DISRUPTING MEETING/PROCESSION,5
crime,DISRUPTION OF CLASSES,5
crime,DISRUPTIVE ACTS AT SCHOOLS,5
crime,DISTURBANCE - OTHER,5
crime,DOC ABUSIVE LANGUAGE,5
crime,DOC CREATING NOXIOUS ODOR,5
crime,DOC OFFENSIVE GESTURE,5
crime,DOC UNREASONABLE NOISE,5
crime,DOC WINDOW PEEPING - HOTEL,5
crime,DOC WINDOW PEEPING - PUB AREA,5
crime,DOC WINDOW PEEPING-RESIDENCE,5
crime,DRINKING AFTER CURFEW,5
crime,DRIVING WHILE LICENSE INVALID,5
crime,EMERGENCY PROTECTIVE ORDER,5
crime,EXP-VIOL CITY ORDINANCE - TAXI,5
crime,FAIL TO REGISTER - ADULT VIC,5
crime,FAIL TO REGISTER- MINOR VIC,5
crime,FAIL TO REGISTR INFO ADULT VIC,5
crime,FAIL TO REGISTR INFO MINOR VIC,5
crime,FAILURE TO IDENTIFY,5
crime,FAILURE TO REG AS SEX OFFENDER,5
crime,FAILURE TO REPORT CHILD ABUSE,5
crime,FALSE ALARM OR REPORT,5
crime,FALSE BURGLAR ALARM,5
crime,FALSE ID AS A PEACE OFFICER,5
crime,FALSE REPORT TO CPS,5
crime,FALSE REPORT TO PEACE OFFICER,5
crime,FAMILY DISTURBANCE,5
crime,FAMILY DISTURBANCE/PARENTAL,5
crime,HARASSMENT,5
crime,HARASSMENT OF A PUBLIC SERVANT,5
crime,HARASSMENT ONLINE,5
crime,HARBORING RUNAWAY CHILD,5
crime,HATE CRIME INFORMATION,5
crime,HAZARDOUS TRAFFIC CITATION,5
crime,HAZARDOUS TRAFFIC VIOL,5
crime,HAZING,5
crime,HINDERING APPREHENSION,5
crime,HINDERING PROCEEDING,5
crime,HINDER SECURED CREDITORS,5
crime,ILLUMIN AIRCRAFT INTENSE LIGHT,5
crime,INTER EMERG PHONECALL FAM/DATE,5
crime,INTERFERENCE PUBLIC DUTIES,5
crime,INTERFERE W PO SERVICE ANIMALS,5
crime,INTERFERING W/EMERG PHONE CALL,5
crime,LEVEL 1 RESPONSE TO RESISTANCE,5
crime,LEVEL 2 RESPONSE TO RESISTANCE,5
crime,LEVEL 3 RESPONSE TO RESISTANCE,5
crime,LEVEL 4 RESPONSE TO RESISTANCE,5
crime,LIQUOR LAW VIOLATION/OTHER,5
crime,LITTERING,5
crime,LOITERING IN PUBLIC PARK,5
crime,LOITERING ON SCHOOL PROP,5
crime,MAKING TOBACCO AVAIL TO MINOR,5
crime,MISREP AGE BY MINOR,5
crime,MULTIPLE TRAFFIC VIOL,5
crime,NO DRIVERS LICENSE,5
crime,NO LIABILITY INSURANCE 2ND,5
crime,NON HAZARDOUS TRAFFIC VIOL,5
crime,NON HAZ TRAFFIC CITATION,5
crime,OBSTRUCTION HIGHWAY/PASSAGEWA,5
crime,PAROLE VIOL,5
crime,PEDESTRIAN ON ROADWAY,5
crime,POSS OF ALCOHOL-AGE 16 & UNDER,5
crime,POSS OF ALCOHOL - AGE 17 TO 20,5
crime,POSS OF LIQ ON SCHOOL PROP,5
crime,PROBATION VIOL,5
crime,PROTECTIVE ORDER,5
crime,PROWLER,5
crime,PUBLIC INTOXICATION,5
crime,PUBLIC INTOX-SOBERING CENTER,5
crime,PUBLIC LEWDNESS,5
crime,RECKLESS CONDUCT,5
crime,RECKLESS DRIVING,5
crime,RESISTING ARREST OR SEARCH,5
crime,RESPONSE TO RESISTANCE REPORT,5
crime,RIOT,5
crime,ROAD RAGE,5
crime,SIT AND LIE ORDINANCE VIOL,5
crime,SLEEPING IN PUBLIC PLACE,5
crime,SOLICITATION - BEGGING,5
crime,STAY AWAY ORDER,5
crime,SWAT OPERATION,5
crime,TACTICAL INTELLIGENCE UNIT,5
crime,TEMP EX PARTE  ORDER,5
crime,TEMP EX PARTE ORDER,5
crime,TOBACCO VIOL - AGE 17,5
crime,TOBACCO VIOL - UNDER AGE 17,5
crime,TOBACCO VIOL - UNDER AGE 21,5
crime,TRAFFIC HAZARD/DEBRIS,5
crime,TRAFFIC VIOL/OTHER,5
crime,TRUANCY,5
crime,URINATING IN PUBLIC PLACE,5
crime,VIOL CITY ORD-COVID 19 MASK,5
crime,VIOL CITY ORDINANCE - AIRPORT,5
crime,VIOL CITY ORDINANCE - BOOTING,5
crime,VIOL CITY ORDINANCE - CURFEW,5
crime,VIOL CITY ORDINANCE - DOG,5
crime,VIOL CITY ORDINANCE -FIREWORK,5
crime,VIOL CITY ORDINANCE -  GAME RM,5
crime,VIOL CITY ORDINANCE - OTHER,5
crime,VIOL CITY ORDINANCE - SMOKING,5
crime,VIOL CITY ORDINANCE - SOUND,5
crime,VIOL CITY ORDINANCE - TAXI,5
crime,VIOL CITY ORDINANCE - TITLE 10,5
crime,VIOL CITY ORDINANCE - WRECKER,5
crime,VIOL GLASS CONTAINER,5
crime,VIOL OF CAMPING ORDINANCE,5
crime,VIOL OF OBSTRUCTION ORDINANCE,5
crime,VIOL OF PARK CURFEW,5
crime,VIOL STATE MASSAGE REGULATIONS,5
crime,VIOL VEH REGISTRATION - OTHER,5
crime,VIOL WATER SAFETY ACT,5
crime,VOCO - ALCOHOL  CONSUMPTION,5
crime,VOCO - ALCOHOL CONSUMPTION,5
crime,VOCO AMPLIFIED MUSIC/VEHICLE,5
crime,VOCO SOLICITATION PROHIBIT,5
crime,68A INSPECTION,6
crime,APS REFERRAL,6
crime,ASSIST CITY DEPT/OTHER,6
crime,ASSIST COMPLAINANT,6
