dataType,text,label
311,Mattress_Pickup,12
311,Missed Trash/Recycling/Yard Waste/Bulk Item,12
311,Overflowing or Un-kept Dumpster,12
311,Recycling Cart Inquiry,12
311,Recycling Cart Return,12
311,Request for Litter Basket Installation,12
311,Request for Recycling Cart,12
311,Schedule a Bulk Item Pickup,12
311,Schedule a Bulk Item Pickup SS,12
311,Trash on Vacant Lot,12
